Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
28,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Divorced,2,0,5,0,2,Manager,22905,0
34,Self Enquiry,1,9,Salaried,Female,3,4,Basic,5,Divorced,2,0,3,1,1,Executive,21385,1
30,Self Enquiry,1,34,Small Business,Female,4,4,Deluxe,3,Divorced,6,0,2,1,1,Manager,23013,0
28,Self Enquiry,1,30,Small Business,Male,2,3,Basic,4,Married,2,1,1,0,0,Executive,17408,1
41,Self Enquiry,1,9,Small Business,Female,3,5,Basic,3,Single,2,1,3,0,1,Executive,21020,0
26,Self Enquiry,3,15,Salaried,Male,3,2,Deluxe,4,Married,2,0,4,1,1,Manager,23529,0
32,Company Invited,1,10,Small Business,Male,4,4,Standard,3,Married,2,0,4,1,1,Senior Manager,32353,0
33,Company Invited,3,18,Salaried,Male,3,3,Deluxe,3,Divorced,2,0,3,1,2,Manager,23385,1
47,Company Invited,3,33,Salaried,Female,3,1,Deluxe,3,Unmarried,5,1,4,0,1,Manager,21397,1
34,Company Invited,2,29,Salaried,Female,2,3,Standard,5,Married,1,1,3,1,0,Senior Manager,24950,1
28,Company Invited,1,30,Large Business,Male,3,4,Standard,5,Unmarried,2,0,1,1,1,Senior Manager,23722,1
24,Self Enquiry,1,11,Small Business,Male,3,3,Basic,5,Divorced,4,0,4,0,2,Executive,21497,0
30,Company Invited,1,29,Salaried,Male,3,5,Basic,3,Married,2,0,3,0,0,Executive,17613,0
36,Self Enquiry,1,7,Salaried,Female,4,6,Basic,3,Married,3,0,3,0,2,Executive,21655,0
26,Self Enquiry,3,14,Large Business,Male,2,4,Deluxe,5,Single,7,0,3,0,0,Manager,20326,1
28,Company Invited,3,7,Small Business,Male,4,4,Deluxe,4,Married,2,1,1,0,2,Manager,25027,0
45,Company Invited,3,7,Small Business,Female,4,4,Deluxe,3,Divorced,2,0,4,1,2,Manager,23446,0
24,Self Enquiry,1,16,Small Business,Male,3,4,Basic,5,Divorced,3,0,3,0,2,Executive,21178,0
36,Company Invited,1,9,Small Business,Female,3,4,Deluxe,4,Unmarried,7,0,1,0,1,Manager,23103,0
22,Company Invited,3,7,Large Business,Female,4,5,Basic,4,Single,3,1,5,1,3,Executive,20852,1
19,Self Enquiry,1,10,Salaried,Male,3,4,Basic,3,Single,3,0,4,0,1,Executive,20098,1
36,Company Invited,1,32,Salaried,Female,4,4,Basic,4,Married,3,1,3,0,1,Executive,20700,1
25,Self Enquiry,3,25,Small Business,Male,2,4,Basic,4,Married,2,1,1,0,1,Executive,17413,1
28,Self Enquiry,1,30,Salaried,Male,2,4,Basic,3,Single,6,1,2,0,0,Executive,17028,1
22,Self Enquiry,1,14,Small Business,Female,3,3,Basic,5,Married,2,1,3,0,1,Executive,17398,1
25,Self Enquiry,3,11,Small Business,Male,2,4,Deluxe,3,Single,2,1,3,1,0,Manager,20744,1
29,Self Enquiry,3,16,Small Business,Male,2,3,Basic,4,Married,2,0,1,1,0,Executive,17297,0
30,Self Enquiry,1,11,Large Business,Female,2,3,Basic,5,Married,6,0,5,0,1,Executive,18204,0
27,Self Enquiry,1,23,Small Business,Male,3,4,Basic,4,Married,4,1,1,1,1,Executive,21051,1
30,Company Invited,3,18,Salaried,Male,3,4,Basic,5,Divorced,2,0,5,1,0,Executive,17033,1
29,Self Enquiry,1,6,Large Business,Male,2,3,Basic,3,Single,1,0,1,0,0,Executive,17058,1
41,Self Enquiry,1,8,Salaried,Female,2,5,Basic,3,Married,5,1,3,0,1,Executive,17778,1
58,Self Enquiry,1,8,Large Business,Male,2,3,Basic,3,Single,5,0,1,0,0,Executive,17479,1
34,Company Invited,1,10,Salaried,Female,3,4,Basic,3,Married,3,1,1,1,2,Executive,21587,0
35,Self Enquiry,3,15,Salaried,Female,4,4,Deluxe,5,Divorced,7,0,2,1,1,Manager,25178,0
32,Company Invited,1,31,Large Business,Fe Male,2,4,Deluxe,3,Unmarried,4,0,1,1,1,Manager,23916,0
21,Company Invited,3,6,Large Business,Female,3,4,Basic,4,Single,2,1,5,1,2,Executive,17174,1
25,Self Enquiry,1,24,Salaried,Female,4,4,Basic,4,Married,3,0,1,1,3,Executive,20888,1
42,Self Enquiry,3,10,Small Business,Male,2,3,Deluxe,5,Single,1,0,5,1,1,Manager,20155,0
29,Company Invited,3,14,Salaried,Male,3,4,Deluxe,5,Unmarried,2,0,3,1,2,Manager,23576,0
34,Company Invited,1,10,Salaried,Male,4,4,Basic,5,Unmarried,3,1,5,1,1,Executive,22026,1
41,Self Enquiry,1,9,Small Business,Female,3,5,Basic,3,Single,2,1,3,1,2,Executive,21020,0
36,Company Invited,1,7,Small Business,Male,4,4,Basic,5,Married,6,0,1,0,2,Executive,20872,0
22,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,3,1,2,Executive,21371,1
44,Company Invited,1,17,Salaried,Female,3,4,Basic,3,Single,2,0,5,0,2,Executive,21133,0
38,Company Invited,1,8,Salaried,Male,2,3,Basic,3,Married,2,1,5,1,0,Executive,16702,0
33,Self Enquiry,1,12,Salaried,Male,4,3,Basic,4,Married,2,1,2,1,1,Executive,21976,0
26,Self Enquiry,1,30,Large Business,Male,3,5,Basic,3,Single,2,1,3,0,1,Executive,17340,1
47,Self Enquiry,3,17,Small Business,Female,4,5,Standard,3,Married,4,1,1,0,1,Senior Manager,27749,0
24,Company Invited,1,15,Small Business,Male,2,3,Basic,5,Single,3,1,3,0,1,Executive,18172,1
59,Company Invited,1,9,Salaried,Male,3,5,Basic,3,Married,2,1,2,0,1,Executive,21058,1
29,Self Enquiry,3,12,Small Business,Male,4,4,Deluxe,3,Unmarried,3,0,3,0,2,Manager,23586,0
48,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Married,2,1,1,1,2,Manager,23215,0
40,Self Enquiry,1,13,Small Business,Male,4,4,Basic,5,Married,2,1,1,1,2,Executive,21082,1
50,Self Enquiry,1,27,Small Business,Female,4,4,Deluxe,5,Divorced,3,0,2,1,3,Manager,25245,0
33,Self Enquiry,1,12,Salaried,Female,4,5,Deluxe,4,Married,5,0,3,1,1,Manager,24556,0
31,Company Invited,3,33,Small Business,Fe Male,3,5,Deluxe,5,Unmarried,7,0,1,1,2,Manager,25374,1
31,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Single,3,0,3,0,1,Executive,30594,1
35,Self Enquiry,3,21,Large Business,Female,3,4,Basic,3,Married,3,1,5,1,1,Executive,21257,0
23,Self Enquiry,1,10,Salaried,Female,3,4,Deluxe,3,Married,2,1,5,1,2,Manager,22849,1
39,Company Invited,1,15,Salaried,Male,3,3,Deluxe,4,Unmarried,21,0,2,1,0,Manager,21782,0
37,Self Enquiry,3,6,Salaried,Male,2,4,Standard,3,Divorced,6,0,2,1,1,Senior Manager,25609,1
59,Self Enquiry,1,9,Large Business,Female,4,5,Standard,3,Married,2,0,5,0,1,Senior Manager,21050,1
29,Self Enquiry,1,13,Large Business,Female,2,3,Basic,3,Married,4,1,4,1,0,Executive,31124,1
20,Self Enquiry,2,9,Large Business,Male,3,5,Basic,3,Single,3,0,3,0,1,Executive,21242,1
31,Company Invited,3,6,Salaried,Female,2,3,Basic,4,Single,2,1,5,1,1,Executive,17302,1
60,Company Invited,1,21,Salaried,Female,3,4,Standard,3,Single,2,1,5,1,1,Senior Manager,29190,1
26,Self Enquiry,3,11,Salaried,Female,4,5,Deluxe,3,Unmarried,3,1,1,0,3,Manager,23165,0
31,Self Enquiry,1,13,Small Business,Female,2,3,Standard,3,Unmarried,2,1,4,1,1,Senior Manager,22143,0
26,Self Enquiry,3,15,Salaried,Male,3,2,Deluxe,4,Married,2,0,4,1,1,Manager,23529,0
39,Company Invited,1,8,Salaried,Male,2,3,Super Deluxe,3,Married,1,0,3,1,0,AVP,27169,1
30,Self Enquiry,3,30,Salaried,Female,3,5,Standard,5,Married,3,0,3,1,2,Senior Manager,26014,1
30,Self Enquiry,1,8,Salaried,Male,3,3,Basic,4,Unmarried,2,0,3,0,0,Executive,26916,1
50,Self Enquiry,3,9,Small Business,Male,2,4,Basic,3,Married,2,1,4,1,1,Executive,17683,1
29,Self Enquiry,1,29,Salaried,Male,2,3,Basic,3,Single,1,0,3,1,0,Executive,17201,0
36,Self Enquiry,1,6,Large Business,Female,3,5,Standard,5,Married,3,1,2,1,2,Senior Manager,25252,0
47,Self Enquiry,1,31,Small Business,Male,2,3,Standard,3,Unmarried,3,0,3,1,0,Senior Manager,23633,0
29,Company Invited,3,7,Large Business,Male,4,4,Basic,3,Divorced,5,0,3,1,1,Executive,21587,1
42,Self Enquiry,1,13,Small Business,Male,3,4,Basic,5,Unmarried,4,1,4,1,2,Executive,23399,0
29,Self Enquiry,3,12,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,1,1,1,Manager,27141,0
35,Self Enquiry,3,16,Small Business,Male,2,4,Standard,5,Married,1,0,5,1,1,Senior Manager,25306,1
39,Self Enquiry,1,36,Small Business,Male,4,4,Deluxe,5,Married,2,1,3,1,3,Manager,25351,1
34,Self Enquiry,1,16,Small Business,Male,2,3,Deluxe,5,Single,2,0,4,0,0,Manager,21125,1
40,Self Enquiry,1,7,Small Business,Male,3,2,Standard,3,Married,2,0,3,1,1,Senior Manager,28291,0
29,Company Invited,3,19,Large Business,Female,2,3,Deluxe,4,Single,6,0,3,0,1,Manager,20765,1
30,Company Invited,1,13,Large Business,Male,3,3,Basic,3,Married,2,0,5,0,0,Executive,16274,0
39,Self Enquiry,1,24,Salaried,Female,4,5,Standard,3,Divorced,2,0,2,0,3,Senior Manager,27501,0
26,Self Enquiry,1,29,Salaried,Female,2,3,Basic,3,Married,2,0,3,1,1,Executive,17886,0
34,Company Invited,1,23,Large Business,Male,2,4,Basic,3,Married,1,1,5,1,1,Executive,23500,1
35,Company Invited,2,30,Salaried,Female,3,4,Standard,5,Married,2,1,3,1,1,Senior Manager,28628,1
26,Self Enquiry,2,27,Small Business,Female,4,4,Basic,4,Married,2,1,3,0,2,Executive,22347,1
29,Company Invited,1,31,Large Business,Male,4,5,Standard,5,Unmarried,3,0,1,1,2,Senior Manager,27400,1
20,Self Enquiry,1,17,Small Business,Female,3,4,Basic,5,Single,2,1,3,1,2,Executive,17600,1
34,Company Invited,3,23,Salaried,Female,3,4,Deluxe,3,Married,3,1,1,0,1,Manager,24046,0
26,Self Enquiry,3,12,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,3,1,1,Manager,24422,1
38,Self Enquiry,1,35,Small Business,Male,3,3,Deluxe,5,Divorced,1,1,3,0,1,Manager,21673,1
39,Self Enquiry,1,16,Small Business,Male,3,3,Super Deluxe,5,Married,2,1,3,1,2,AVP,32068,0
40,Self Enquiry,1,7,Salaried,Female,4,5,Super Deluxe,3,Divorced,3,0,3,0,2,AVP,31420,0
30,Self Enquiry,3,15,Small Business,Male,2,3,Basic,3,Single,2,0,5,0,0,Executive,16081,1
36,Self Enquiry,1,7,Small Business,Male,3,5,Basic,3,Divorced,8,0,2,1,2,Executive,20936,0
29,Self Enquiry,1,31,Large Business,Female,3,4,Basic,4,Married,6,0,3,1,2,Executive,17546,1
58,Self Enquiry,1,8,Large Business,Male,2,3,Basic,3,Single,5,0,2,1,1,Executive,17479,1
34,Self Enquiry,1,13,Salaried,Male,3,3,Deluxe,3,Married,2,0,3,0,0,Manager,17585,1
49,Self Enquiry,3,9,Small Business,Male,3,5,Deluxe,4,Unmarried,2,1,1,1,1,Manager,26576,1
29,Self Enquiry,1,14,Salaried,Male,3,5,Basic,5,Divorced,2,1,3,1,1,Executive,17119,1
53,Self Enquiry,1,15,Small Business,Male,3,5,Deluxe,4,Divorced,4,0,2,1,2,Manager,23619,1
29,Self Enquiry,1,7,Salaried,Female,4,6,Basic,4,Single,2,1,2,1,1,Executive,20894,1
26,Self Enquiry,1,27,Small Business,Male,2,3,Basic,3,Married,2,0,5,1,0,Executive,17377,1
60,Self Enquiry,1,13,Salaried,Female,2,3,King,5,Divorced,6,0,5,0,0,VP,34566,0
19,Company Invited,1,15,Small Business,Male,4,4,Basic,3,Single,3,0,5,0,1,Executive,20582,1
38,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Divorced,3,0,2,1,2,Manager,25152,0
29,Self Enquiry,3,6,Small Business,Female,2,4,Basic,3,Married,7,1,2,0,1,Executive,17800,1
42,Self Enquiry,1,15,Salaried,Male,3,4,King,3,Single,1,0,1,1,1,VP,34613,0
23,Self Enquiry,1,9,Large Business,Male,4,4,Basic,3,Married,2,0,5,1,1,Executive,21201,0
35,Self Enquiry,1,15,Salaried,Male,3,4,Deluxe,4,Unmarried,1,0,2,1,2,Manager,21540,0
28,Self Enquiry,3,9,Small Business,Male,3,4,Basic,5,Married,2,0,5,1,2,Executive,21719,1
30,Self Enquiry,3,7,Small Business,Female,3,5,Basic,3,Married,8,1,2,0,2,Executive,21478,1
33,Self Enquiry,1,9,Salaried,Male,4,4,Basic,4,Single,3,0,3,1,2,Executive,20071,1
27,Company Invited,1,12,Small Business,Female,3,5,Basic,3,Divorced,3,1,2,0,2,Executive,21044,1
30,Company Invited,1,17,Salaried,Female,4,4,Basic,4,Married,2,0,5,1,1,Executive,21969,0
28,Self Enquiry,1,6,Salaried,Male,3,4,Basic,3,Married,2,0,4,0,1,Executive,16563,0
42,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Divorced,1,1,3,0,1,Manager,21062,0
33,Self Enquiry,1,12,Salaried,Male,3,5,Deluxe,3,Unmarried,2,0,1,0,2,Manager,28357,0
34,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Divorced,2,0,3,1,0,Executive,17691,0
34,Self Enquiry,1,12,Salaried,Male,3,5,Standard,3,Married,6,0,3,0,1,Senior Manager,25797,0
35,Self Enquiry,1,13,Salaried,Female,3,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,23487,0
41,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Married,2,0,1,0,1,Executive,21084,0
29,Company Invited,1,13,Salaried,Male,3,5,Basic,3,Married,3,1,4,1,2,Executive,21381,0
33,Self Enquiry,1,13,Salaried,Male,3,4,Basic,3,Unmarried,5,0,1,0,2,Executive,21716,0
28,Self Enquiry,1,18,Salaried,Female,3,3,Basic,3,Married,2,1,4,1,1,Executive,17515,1
49,Self Enquiry,1,7,Salaried,Male,4,5,Standard,3,Unmarried,2,1,5,0,3,Senior Manager,24059,1
37,Company Invited,1,16,Small Business,Male,3,3,Standard,3,Married,7,0,3,1,2,Senior Manager,25048,1
43,Self Enquiry,1,9,Small Business,Male,4,5,Basic,4,Married,6,0,1,1,3,Executive,23519,0
40,Company Invited,3,11,Salaried,Male,2,4,Standard,5,Divorced,6,1,5,0,1,Senior Manager,25475,0
54,Self Enquiry,3,14,Small Business,Female,4,5,Standard,3,Married,2,1,1,0,2,Senior Manager,29612,0
32,Company Invited,1,31,Large Business,Fe Male,2,4,Deluxe,3,Unmarried,4,0,1,1,1,Manager,23916,0
41,Self Enquiry,3,10,Small Business,Female,2,3,Standard,3,Married,1,1,1,0,1,Senior Manager,25447,0
30,Self Enquiry,1,30,Salaried,Male,3,2,Basic,3,Married,3,0,1,1,2,Executive,21378,0
53,Self Enquiry,3,30,Salaried,Male,3,3,Standard,5,Unmarried,7,1,3,1,2,Senior Manager,25448,1
25,Self Enquiry,1,24,Small Business,Female,3,5,Deluxe,3,Married,3,0,3,0,1,Manager,23055,0
41,Self Enquiry,3,32,Small Business,Male,3,5,Standard,4,Unmarried,4,1,5,0,2,Senior Manager,27772,1
32,Self Enquiry,3,6,Small Business,Male,3,4,Basic,4,Married,1,0,1,0,2,Executive,17269,0
32,Self Enquiry,3,8,Small Business,Male,2,4,Deluxe,4,Unmarried,1,1,1,1,0,Manager,24907,1
31,Company Invited,1,12,Small Business,Female,3,4,Basic,4,Single,2,0,3,0,1,Executive,21100,1
28,Self Enquiry,1,21,Salaried,Male,3,4,Basic,5,Divorced,3,1,4,1,1,Executive,20913,0
29,Self Enquiry,1,13,Salaried,Male,2,3,Basic,5,Single,4,0,4,0,0,Executive,17062,0
39,Self Enquiry,3,16,Small Business,Male,4,5,Basic,4,Divorced,2,0,4,0,1,Executive,21577,0
45,Company Invited,1,31,Salaried,Male,3,4,Basic,3,Married,5,1,5,0,2,Executive,21839,1
24,Self Enquiry,1,23,Salaried,Female,3,3,Basic,4,Married,2,0,1,1,2,Executive,17210,1
24,Company Invited,3,8,Salaried,Female,3,4,Basic,4,Single,3,1,5,1,2,Executive,19901,1
46,Self Enquiry,3,9,Large Business,Female,2,1,Super Deluxe,5,Married,3,0,3,1,0,AVP,28225,0
32,Company Invited,3,9,Salaried,Female,3,5,Basic,3,Unmarried,2,0,5,0,2,Executive,21463,1
30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,1,1,1,Manager,21696,1
38,Company Invited,1,32,Small Business,Female,4,4,Deluxe,3,Divorced,5,1,3,1,2,Manager,23127,0
34,Company Invited,3,25,Small Business,Male,3,1,Deluxe,3,Single,1,1,1,0,0,Manager,20304,1
48,Company Invited,3,11,Small Business,Male,4,4,Deluxe,3,Unmarried,5,0,4,0,3,Manager,21654,0
34,Company Invited,1,13,Salaried,Male,3,5,Deluxe,3,Single,2,1,5,1,0,Manager,21074,1
35,Self Enquiry,1,12,Salaried,Male,2,5,Deluxe,3,Unmarried,2,0,5,1,0,Manager,21646,0
38,Self Enquiry,1,31,Salaried,Female,2,4,Standard,4,Divorced,4,0,3,1,0,Senior Manager,27061,0
52,Company Invited,1,31,Small Business,Female,2,4,Super Deluxe,3,Married,4,0,5,0,1,AVP,28826,0
21,Self Enquiry,3,9,Small Business,Female,3,5,Basic,3,Single,3,0,4,1,1,Executive,20722,1
34,Self Enquiry,3,12,Small Business,Female,3,4,Basic,3,Unmarried,3,1,2,1,1,Executive,21529,1
19,Self Enquiry,1,8,Salaried,Male,2,4,Basic,3,Single,2,0,5,0,0,Executive,16102,1
36,Company Invited,3,17,Large Business,Female,3,3,Standard,3,Divorced,1,0,5,0,0,Senior Manager,24738,0
36,Company Invited,1,12,Salaried,Male,3,1,Deluxe,5,Married,4,1,4,1,1,Manager,20562,0
40,Company Invited,3,27,Salaried,Male,3,4,Deluxe,3,Married,4,0,3,1,1,Manager,22805,0
27,Company Invited,1,14,Small Business,Male,4,4,Basic,3,Single,3,0,4,1,3,Executive,21248,0
52,Self Enquiry,3,34,Salaried,Male,3,4,Deluxe,3,Single,3,1,5,1,2,Manager,32704,1
51,Self Enquiry,3,27,Small Business,Male,3,3,Deluxe,3,Single,1,1,5,1,1,Manager,20441,0
38,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Divorced,1,0,4,0,0,Executive,17899,0
37,Self Enquiry,2,12,Salaried,Male,3,3,Basic,5,Married,5,1,2,1,0,Executive,17073,1
53,Self Enquiry,1,9,Small Business,Male,2,3,Super Deluxe,3,Married,4,1,5,1,0,AVP,32584,0
38,Company Invited,1,17,Small Business,Male,4,4,Standard,3,Married,8,0,3,1,3,Senior Manager,28726,1
42,Self Enquiry,1,8,Salaried,Male,3,4,Deluxe,3,Unmarried,4,0,2,0,1,Manager,21781,0
18,Self Enquiry,1,9,Salaried,Male,2,3,Basic,3,Single,2,0,4,0,0,Executive,16420,1
34,Self Enquiry,3,14,Large Business,Male,3,1,Deluxe,3,Married,2,0,1,0,2,Manager,21799,0
26,Self Enquiry,2,31,Salaried,Female,3,3,Basic,3,Married,2,0,4,1,1,Executive,17942,0
48,Company Invited,3,30,Salaried,Male,3,5,Basic,3,Single,2,1,1,1,2,Executive,17559,1
39,Self Enquiry,1,36,Large Business,Male,3,4,Deluxe,3,Married,5,0,1,0,1,Manager,24939,0
51,Company Invited,1,12,Small Business,Female,2,4,Basic,3,Single,1,0,5,1,1,Executive,17838,0
58,Self Enquiry,1,27,Small Business,Female,3,3,Deluxe,4,Married,5,0,3,1,1,Manager,25008,1
40,Self Enquiry,3,16,Small Business,Male,3,4,Standard,4,Married,3,0,4,0,0,Senior Manager,24705,0
32,Self Enquiry,3,13,Salaried,Male,4,6,Deluxe,3,Divorced,6,1,3,1,2,Manager,24850,1
34,Company Invited,1,7,Salaried,Female,4,4,Standard,3,Single,3,1,2,1,1,Senior Manager,32136,0
35,Self Enquiry,3,22,Small Business,Male,3,3,Standard,4,Married,1,0,1,1,1,Senior Manager,23020,0
39,Company Invited,1,6,Salaried,Male,3,3,Deluxe,3,Married,2,1,5,1,2,Manager,21472,0
26,Self Enquiry,3,15,Salaried,Female,3,4,Deluxe,3,Married,2,1,1,1,2,Manager,23585,0
56,Self Enquiry,3,17,Small Business,Female,2,4,Deluxe,5,Married,5,0,5,0,1,Manager,20380,0
30,Company Invited,3,9,Salaried,Male,3,4,Deluxe,3,Unmarried,3,0,2,0,1,Manager,23232,0
34,Self Enquiry,1,12,Small Business,Male,2,3,Basic,5,Single,3,0,4,0,0,Executive,17960,1
55,Self Enquiry,1,20,Small Business,Male,3,1,King,4,Single,1,0,1,1,1,VP,33722,0
56,Company Invited,3,12,Salaried,Female,2,1,Super Deluxe,5,Married,1,0,3,1,0,AVP,28212,0
34,Company Invited,1,8,Salaried,Male,2,4,Deluxe,3,Married,2,0,4,0,1,Manager,24547,0
20,Self Enquiry,2,9,Large Business,Male,3,5,Basic,3,Single,3,0,3,1,2,Executive,21242,1
26,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Divorced,6,0,5,1,2,Executive,21907,0
27,Self Enquiry,3,35,Small Business,Male,4,4,Deluxe,4,Married,3,0,3,0,1,Manager,24950,0
40,Self Enquiry,3,28,Small Business,Male,3,4,Deluxe,3,Married,3,1,3,1,0,Manager,21380,1
41,Company Invited,1,33,Small Business,Female,4,5,Deluxe,3,Married,5,1,1,0,2,Manager,23100,0
39,Self Enquiry,2,9,Salaried,Female,2,2,Deluxe,4,Divorced,1,0,2,1,0,Manager,21389,0
31,Self Enquiry,1,14,Small Business,Male,3,5,Basic,4,Married,3,0,5,0,1,Executive,20819,0
29,Company Invited,1,20,Salaried,Female,2,3,Standard,3,Unmarried,1,1,5,1,0,Senior Manager,22553,1
23,Company Invited,1,10,Salaried,Male,3,5,Basic,3,Divorced,2,1,3,0,1,Executive,21531,1
43,Self Enquiry,3,15,Small Business,Female,2,5,Deluxe,3,Single,1,0,1,0,0,Manager,20346,1
27,Company Invited,1,9,Salaried,Male,3,4,Basic,5,Married,8,1,5,0,1,Executive,20720,1
43,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Married,2,1,3,0,1,Manager,24740,0
30,Company Invited,3,32,Small Business,Female,2,4,Deluxe,5,Unmarried,6,0,2,0,1,Manager,21696,1
40,Self Enquiry,1,7,Salaried,Female,4,5,Super Deluxe,3,Divorced,3,0,3,0,2,AVP,31420,0
48,Company Invited,1,6,Small Business,Male,2,1,Super Deluxe,3,Single,3,0,1,0,0,AVP,31885,0
19,Company Invited,1,16,Small Business,Female,3,4,Basic,4,Single,2,1,5,1,1,Executive,16859,1
49,Self Enquiry,3,14,Small Business,Male,4,4,Deluxe,5,Married,6,0,4,1,2,Manager,24164,0
21,Company Invited,3,16,Small Business,Female,3,4,Basic,3,Single,3,1,4,0,1,Executive,21001,1
20,Self Enquiry,1,17,Small Business,Female,3,4,Basic,5,Single,2,1,3,0,1,Executive,17600,1
42,Self Enquiry,1,8,Small Business,Female,2,4,Basic,5,Married,1,1,4,1,0,Executive,17593,0
18,Company Invited,3,9,Small Business,Female,3,3,Basic,3,Single,2,1,5,0,1,Executive,16569,1
29,Self Enquiry,1,17,Salaried,Female,3,4,Deluxe,3,Unmarried,5,0,4,1,2,Manager,22338,0
52,Company Invited,1,15,Salaried,Male,3,6,Standard,3,Single,4,0,1,1,1,Senior Manager,29328,1
34,Company Invited,1,14,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,1,2,Manager,24646,0
41,Self Enquiry,2,16,Salaried,Male,3,4,King,3,Married,4,0,2,1,0,VP,34141,0
33,Self Enquiry,1,11,Salaried,Female,4,5,Deluxe,3,Married,3,0,4,1,2,Manager,24840,0
35,Company Invited,1,7,Small Business,Male,4,5,Deluxe,5,Unmarried,2,0,2,1,3,Manager,24021,0
34,Self Enquiry,3,23,Salaried,Fe Male,4,4,Standard,5,Unmarried,4,1,5,0,1,Senior Manager,27242,1
45,Company Invited,3,8,Large Business,Male,4,4,Basic,3,Married,5,0,3,1,2,Executive,26656,1
35,Self Enquiry,3,24,Small Business,Male,3,3,Deluxe,5,Married,1,0,3,0,0,Manager,17144,0
24,Self Enquiry,1,6,Small Business,Male,3,3,Basic,3,Married,3,1,3,0,2,Executive,17293,1
24,Self Enquiry,1,15,Small Business,Male,4,5,Basic,3,Unmarried,3,1,4,1,3,Executive,22667,1
29,Self Enquiry,3,29,Salaried,Female,2,4,Standard,5,Married,2,0,3,1,1,Senior Manager,22336,1
22,Self Enquiry,1,11,Salaried,Male,2,1,Basic,4,Married,2,1,4,1,0,Executive,17328,0
44,Self Enquiry,1,10,Salaried,Male,3,1,King,5,Married,2,0,5,1,2,VP,34190,0
41,Self Enquiry,1,25,Salaried,Male,2,3,Deluxe,5,Married,3,0,1,0,0,Manager,18072,0
53,Self Enquiry,3,6,Small Business,Female,2,3,Deluxe,5,Unmarried,1,0,1,1,1,Manager,23381,0
43,Company Invited,1,27,Small Business,Male,3,3,Basic,3,Divorced,1,0,4,0,2,Executive,17258,0
39,Self Enquiry,3,11,Large Business,Male,2,3,Deluxe,3,Married,4,0,1,0,0,Manager,17086,1
49,Company Invited,1,7,Small Business,Male,3,2,Super Deluxe,3,Single,4,0,2,0,1,AVP,35563,0
29,Self Enquiry,3,25,Salaried,Male,3,4,Deluxe,3,Married,2,0,4,1,0,Manager,23620,0
28,Company Invited,1,30,Large Business,Male,3,4,Standard,5,Unmarried,2,0,1,1,1,Senior Manager,23722,1
31,Company Invited,3,11,Small Business,Female,2,3,Basic,4,Married,2,0,3,0,0,Executive,17789,0
35,Company Invited,1,17,Large Business,Male,4,5,Deluxe,3,Married,3,0,4,1,2,Manager,23741,0
30,Self Enquiry,1,16,Small Business,Fe Male,3,3,Standard,3,Unmarried,1,0,4,0,0,Senior Manager,24667,0
35,Company Invited,1,8,Small Business,Male,2,3,Deluxe,3,Married,3,0,3,0,1,Manager,20762,0
47,Company Invited,3,9,Small Business,Female,2,3,Super Deluxe,3,Married,1,1,5,1,1,AVP,28770,0
25,Self Enquiry,1,30,Small Business,Male,3,3,Basic,3,Divorced,3,1,4,0,2,Executive,21403,0
22,Self Enquiry,3,29,Large Business,Male,3,4,Basic,3,Unmarried,3,0,2,1,2,Executive,22125,0
31,Company Invited,1,21,Small Business,Male,3,3,Basic,3,Married,2,0,4,1,0,Executive,17610,1
30,Self Enquiry,1,7,Large Business,Male,3,4,Basic,3,Single,2,0,1,0,1,Executive,20736,1
35,Self Enquiry,1,13,Salaried,Female,3,5,Deluxe,4,Married,8,0,3,0,2,Manager,23183,0
53,Self Enquiry,3,14,Small Business,Male,3,3,Super Deluxe,3,Divorced,6,0,3,0,2,AVP,26836,0
36,Self Enquiry,3,7,Small Business,Male,3,4,Deluxe,3,Divorced,2,0,3,1,1,Manager,23395,0
43,Self Enquiry,3,15,Small Business,Female,2,5,Deluxe,3,Single,1,0,2,1,1,Manager,20346,1
49,Self Enquiry,1,13,Salaried,Male,4,5,Deluxe,3,Unmarried,4,0,2,0,1,Manager,22918,0
